Creator	Title	Date	Material	Measurement	Culture	Inscription	Location	State or Edition	Work Rights	Image Rights	Record Creation Date	Record Modification Date	Work ID	Image ID	Technique	External Link	Text Reference	Style or Period1	Style or Period2	Style or Period3	Style or Period4	Style or Period5	Extended Title	Subject1	Subject2	Subject3	Subject4	Subject5	Subject6	Subject7	Subject8	Subject9	Subject10	General Subject	Work Description	Work Description Source	Image Description	Related Works	Image Source	Local Call Number	Order Number	Course Number and Instructor	Order Description	Creator Name1	Creator Name2	Creator Name3	Creator Name4	Creator Name5	Creator Name6	Creator Name7	Creator Name8	Alternate Creator Name1	Alternate Creator Name2	Alternate Creator Name3	Alternate Creator Name4	Alternate Creator Name5	Alternate Creator Name6	Alternate Creator Name7	Alternate Creator Name8	Image Classification Term	Object Type1	Object Type2	Object Type3	Object Type4	Object Type5
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149293				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149294				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149295				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149296				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
Mark Rogovin (American artist, born 1946); Chicago Community Youth ( artist, 1970s); Public Art Workshop (American artist, active 1970s)	Protect the People's Homes	creation: 1970			American		United States, Illinois, Chicago, Irving Park and Sheridan [creation]				9/15/2014	11/12/2014	59744	7165678				Modern; 20th Century					Protect the People's Homes (cited, English, preferred)	Youth	Dwellings	City walls	Chicago (Ill.)	Cityscapes	Mural painting and decoration					cityscapes; figure groups					Rogovin, Mark, Personal slides; For educational use only.		1408	Zorach		Rogovin, Mark	Public Art Workshop	Chicago Community Youth														painting	paintings; mural paintings				
Mark Rogovin (American artist, born 1946); Chicago Community Youth ( artist, 1970s); Public Art Workshop (American artist, active 1970s)	Protect the People's Homes	creation: 1970			American		United States, Illinois, Chicago, Irving Park and Sheridan [creation]				9/15/2014	11/12/2014	59744	7165679				Modern; 20th Century					Protect the People's Homes (cited, English, preferred)	Youth	Dwellings	City walls	Chicago (Ill.)	Cityscapes	Mural painting and decoration					cityscapes; figure groups					Rogovin, Mark, Personal slides; For educational use only.		1408	Zorach		Rogovin, Mark	Public Art Workshop	Chicago Community Youth														painting	paintings; mural paintings				
Mark Rogovin (American artist, born 1946); Chicago Community Youth ( artist, 1970s); Public Art Workshop (American artist, active 1970s)	Protect the People's Homes	creation: 1970			American		United States, Illinois, Chicago, Irving Park and Sheridan [creation]				9/15/2014	11/12/2014	59744	7165680				Modern; 20th Century					Protect the People's Homes (cited, English, preferred)	Youth	Dwellings	City walls	Chicago (Ill.)	Cityscapes	Mural painting and decoration					cityscapes; figure groups					Rogovin, Mark, Personal slides; For educational use only.		1408	Zorach		Rogovin, Mark	Public Art Workshop	Chicago Community Youth														painting	paintings; mural paintings				
Mark Rogovin (American artist, born 1946); Chicago Community Youth ( artist, 1970s); Public Art Workshop (American artist, active 1970s)	Protect the People's Homes	creation: 1970			American		United States, Illinois, Chicago, Irving Park and Sheridan [creation]				9/15/2014	11/12/2014	59744	7165681				Modern; 20th Century					Protect the People's Homes (cited, English, preferred)	Youth	Dwellings	City walls	Chicago (Ill.)	Cityscapes	Mural painting and decoration					cityscapes; figure groups					Rogovin, Mark, Personal slides; For educational use only.		1408	Zorach		Rogovin, Mark	Public Art Workshop	Chicago Community Youth														painting	paintings; mural paintings				
Mark Rogovin (American artist, born 1946); Chicago Community Youth ( artist, 1970s); Public Art Workshop (American artist, active 1970s)	Break the Grip of the Absentee Landlord	creation: 1973			American		United States, Illinois, Chicago, 5219 West Madison Street [creation]				9/15/2014	11/12/2014	59745	7165683				Modern; 20th Century					Break the Grip of the Absentee Landlord (cited, English, preferred)	Youth	City walls	Apartments	Chicago (Ill.)	Mural painting and decoration	Landlord and tenant					cityscapes; figure groups					Rogovin, Mark, Personal slides; For educational use only.		1408	Zorach		Rogovin, Mark	Public Art Workshop	Chicago Community Youth														painting	paintings; mural paintings				
Don McIlvaine (American artist, active ca. 1960s)	Into the Mainstream	creation: 1969			American		United States, Illinois, Chicago, Lawndale and 16th Street [site]				10/7/2014	11/12/2014	63552	7168734				Modern; 20th Century					Into the Mainstream (cited, English, preferred)	Chicago (Ill.)	Public art	Mural painting and decoration								cityscapes; figure groups; historical					Owned the Don McIlvaine Estate, Original photography; For educational use only.		1421	Zorach		McIlvaine, Don																painting	paintings; mural paintings				
James Mitchell (American artist, 1900-1999)	Universal Alley	creation: 20th century	photograph	19-1/4 in (height) x 15-1/2 in (width)	American		United States, Illinois, Chicago, South Side Community Art Center 335 [repository]				9/12/2012	11/12/2014	59274	811335	photography; photography, black and white			Modern; 20th Century					Universal Alley (cited, English, preferred)	African Americans in art	Black Arts Movement	South Side Community Art Center	South Side (Chicago, IL)	Artists, Chicago						figure, male					South Side Community Art Center (SSCAC), Digital Images of SSCAC Art Collection; For educational use only.		1022	Zorach		Mitchell, James																photography	photographs; positives; photographic prints				
